417.4005303	443.2401673
123.8418448	411.4220419
30.74876367	241.8200037
189.8664664	263.835067
40.51492223	505.0859934
149.7722165	232.0763454
47.72741603	416.1217259
131.4073678	249.3808184
62.00884283	131.3251473
49.70882447	74.05953475
488.4642741	474.5281552
445.1805727	110.0130433
34.51576905	294.5480735
406.3213174	122.2209471
310.4242541	51.77739774
78.63473855	238.8472206
204.6223101	300.3965984
468.2787706	122.5223196
455.9585544	123.083705
478.8129987	2.653362675
44.40866159	260.943051
427.1996211	226.731733
328.0856375	40.9552629
335.2246729	175.7120301
328.6244959	496.0839273
16.95034318	121.0276075
174.1975041	294.7822781
285.6174606	177.9509906
293.2594174	452.1854621
163.1514571	128.3900143
34.05798734	42.41982157
204.413126	315.3916396
398.7428202	258.3771633
297.758282	192.2108468
497.9450707	457.9129805
146.3891652	333.6235094
208.2338352	489.9974859
182.233547	12.00964409
186.3319335	364.7492571
8.034078316	156.1712661
28.14965143	165.6465003
242.7504868	29.73744666
474.4129119	428.3747368
458.5620808	183.8184268
213.7302714	393.5217452
92.23054973	452.2402308
317.6399962	504.296487
349.470025	474.6331871
144.5413521	360.3129245
142.3766904	489.5645062
